key,KR
c370814f,1시간 전
25f60c31,1분 전
7a05bba2,방금
080ea5ff,움직이지 마세요
51e2ad62,최근 24시간
6025d0cc,지난 주
45b46b56,측정 중
2a250bff,%1시간 전
a65baa3d,%1분 전
c0152a09,데이터 없음
941a685c,k
9799e6a2,파워 게이지
8a99d22b,파워 게이지
b98455d9,파워 게이지
d2847d34,파워 게이지
19dd7718,파워 게이지
28dd8eb5,파워 게이지
5bd1130b,파워
68d12782,파워
b77f108f,%FTP
ac7eff3e,%FTP
f58c3e1c,젖산역치파워%
ec8c2ff1,%FTP
96b19d75,자산
8a343e8c,파워존 0의 시간
a13462c1,파워존 0
cc27da7f,파워존 0의 시간
e127fb8e,파워존 0의 시간
90125f0d,파워존 1의 시간
7.11E+44,파워존 1
ce2886f6,파워존 1의 시간
c9287f17,파워존 1의 시간
de7d2d7e,파워존 2의 시간
e97d3ecf,파워존 2
e08e79c5,파워존 2의 시간
f18e9488,파워존 2의 시간
c4ea7b3f,파워존 3의 시간
d9ea9c4e,파워존 3
82f6df4c,파워존 3의 시간
99f70381,파워존 3의 시간
cd7d8d48,파워존 4의 시간
bc7d7285,파워존 4
0f71293b,파워존 4의 시간
fc710b52,파워존 4의 시간
d2ed04c9,파워존 5의 시간
cbecf9c4,파워존 5
b1042892,파워존 5의 시간
c404467b,파워존 5의 시간
3126064a,파워존 6의 시간
34260b03,파워존 6
33375291,파워존 6의 시간
3c3760bc,파워존 6의 시간
7cca205b,파워존 7의 시간
69ca0272,파워존 7
bad74de8,파워존 7의 시간
a9d73325,파워존 7의 시간
652368f0,파워존 %1
cf28607f,파워존
e428818e,파워존
8d34c48c,파워존
a434e8c1,파워존
0131df81,PACEPRO 게이지
ea31bb4c,PACEPRO
ff20933a,PacePro 게이지
e2206593,PacePro 게이지
de1d8118,다음 분할 거리
ed1d98b5,다음 S. 거리
20111d0b,다음 스플릿 거리
2d113182,다음 스플릿 거리
21f83b6a,다음 분할 목표페이스
24f84023,다음 S. 목표
240987b1,다음 스플릿 목표페이스
2d0995dc,다음 분할 목표 페이스
87f70f81,남은 분할 거리
70f6eb4c,남은 거리
85e5c33a,남은 스플릿 거리
68e59593,남은 스플릿 거리
63bbe9d4,분할 거리
4abbc279,분할 거리
85d662d7,스플릿 거리
8ad66ab6,스플릿 거리
63e9b420,분할 페이스
82e9e4ed,분할 페이스
86042d23,스플릿 페이스
8304286a,스플릿 페이스
13e7b022,분할 목표페이스
06e79bab,분할 목표
35d21f59,스플릿 목표 페이스
4ed246b4,스플릿 목표 페이스
463b1d62,500m 평균 페이스
393b08eb,500m페이스
6823f999,500m 평균 페이스
812420f4,500m 평균 페이스
8cb8e96d,랩 500m 페이스
6db8b8a0,랩 500m 페이스
4ace47d6,랩 500m 페이스
45ce3ff7,랩 500m 페이스
57e43474,최종 랩 500m 페이스
3ee40d19,최종랩 500m PC
f9ff76f7,최근 랩 500m 페이스
feff7ed6,최종 랩 500m 페이스
ed3243b5,500m 페이스
de322c18,500m 페이스
eb20f76e,500m 페이스
d620d65f,500m 페이스
ee24f3e1,평균 페이스
d724cfac,평균 페이스
ec13a79a,평균 페이스
cf1379f3,평균 페이스
e11c5d1c,랩 페이스
d81c4ef1,랩 페이스
a30f2f8f,랩 페이스
980f1e3e,랩 페이스
c34665fc,동작 페이스
ba4657d1,동작 페이스
053a01ef,동작 페이스
fa39f09e,동작 페이스
f4b387a9,최근랩 페이스
edb37ca4,최종랩 페이스
d2c91872,최근랩 페이스
e5c9365b,최근랩 페이스
0032068b,최근 동작 페이스
0d321b02,최근 동작 페이스
be3e6a98,최근 동작 페이스
cd3e8235,최근 동작 페이스
04a6f71a,페이스
e7a6c973,페이스
06b84361,페이스
efb81f2c,페이스
afbabd94,종합서비스
9035c0e8,해도 표시
4bb7cc28,구획 경계
17aa363c,공원/정원
d7c9cc6f,공원
2ce625a0,공원
02cbac54,주차구역
eab4eed7,주차장
33c5ccac,주차장
231c6968,주차장
e45628e8,주차장
a8949b1c,공원 및 정원
5966394,공원 및 놀이터
e363809b,Parsi
525955df,중지됨
f456a475,운동 능력 향상
e0e923fb,페달 평활도
cde90612,페달 평활도
9ef58808,페달 평활도
8df56d45,페달 평활도
1ef79f74,최대 퍼센트
160f0d2a,운동 성과
190f11e3,운동 성과
18205971,운동 성과
2120679c,운동 성과
cd43e31a,공연장
11744b56,기간:
66888dc4,개인 서비스
7a1d1633,애견보호소
afe64e75,페트로파블롭스크-캄.
43172035,약국
ce2b8781,약국
d62c7c86,전화 2:
b941cca5,전화:
60986312,피크닉 구역
5dc5707b,부두/제방
67f72ec0,말뚝방책
e41349c8,파일
b445ef1c,기둥
09a9ca1b,파일럿승선장
16615e7a,송유관
81d53afa,피자
67195c38,종교시설
cb53b455,종교시설
a323535c,평원
441b8059,평대부표
7.07E+07,위치
3353cd99,POI
4535ddae,폴
98d2454a,경찰서
314ca31d,경찰서
e41d2382,경찰서
15b958b9,폴란드식
a9e296c0,당구장
b5bcbfb5,낮음
49e23ae6,낮음
5d8edb14,인기 지역
9f7d85a2,인기 트럭 목적지
5f002afe,좌현비이컨
741502ef,좌현부표
54d0aa16,좌현등표
e5b9b83d,포르투갈
c06b83b1,형식
58581683,우체국
4b4d09b8,우체국
2281af83,우편 번호
44677a37,절전 모드
b96355b3,전력선
0f9359fc,경계구역
928fade3,준비
c12be7cc,눌러서 라운드 표시
0ba6ef53,압력
4a742df4,인쇄일:
aff0e99b,생산적임
07f991fe,금지구역
11a93af7,웨이포인트 투영
62280389,투영법:
65c14c5c,보급
45e9bb9b,공중화장실
ba57320c,경비행장
2dfd98ac,대중교통
31056036,대중교통 승차장
95ad6d4d,발매일:
448266ba,Pulse Ox 설정이 수동 모드로 변경되었습니다.\n변경하려면 센서 및 액세서리 > 산소 포화도 측정기를 선택하세요.
23bb5228,나중에 시도하려면:\n 센서 및 액세서리 > 산소 포화도 측정기를 선택하세요.
72f89169,펌프장
79eba1b7,Punjabi
a310bb9e,QNG Grid
943a1fe5,검역정박구역
e4a45f77,급섬광
533ae37d,10km
a69ff06d,5km
0eda7eec,반
ab55bde3,마라톤
2f858adf,경주 예측
5df1837b,RACON
14abe40e,편안한
b71a6ecd,어려운
8d4a3ead,빛
de8a9c65,매우 단순합니다.
51f8ceae,매우 어렵다
87c8596d,RCT 저장 준비 완료
251da928,RCT SD 카드 오류
d3623611,RCT 데이터 대기 중
42ce428e,REC
25785177,일
794440da,새벽까지
da7eb9d7,시
1280534,시
d8570459,체력 회복
5533e2fe,편차
8b118df5,GPS
f7ee65af,포인트 추가
290fdb86,지점 변경
33a982cc,삭제
670d7e18,현재 위치
b6fc2000,지점 선택
d5997542,방향 변경
9c487c39,시작을 눌러 참조 지점 추가
8df3478b,경주용 타이머
3a21ad23,초기화
9be23ed8,조정
c3bb0290,뒤로가기
49090809,컨트롤
41459637,레가타 타이머
faa16e5c,초
2ce99d25,시작
7b2bf021,시작 시간:
2a90445f,중지
1e48a7f0,동기화
1e1db3d7,평균 7일에 일어나
4ee8095f,호흡\n/분
bf15fc41,잠시 멈추고 짧은 호흡 활동에 집중해볼까요?
cfb16f0f,시계 착용 상태 확인
70d1c20a,호흡 운동을 시작하려면 현재 운동을 종료하세요.
c5916a40,brpm
b25b4cb7,움직이지 마세요
9b88e28f,지난 7일
e1962894,호흡 측정 중
96e2b903,손목 측정 심박수 모니터 비활성화됨
993ef64e,측정하기에 너무 활동적임
0f04278b,리포트 복원
b807ec7f,7일 안정시심박수:
d9cb6380,낙하
d67d2bc7,모든 방향
21f3e526,계산 중
4b10ee75,경로 탐색 오류.
fc76136a,동
ef251dc2,북
9125fc94,남
64a80960,서
d01dd703,주간 %1
74a945ad,평균 케이던스
55a914e0,평균 케이던스
32c03716,평균 케이던스
2dc02f37,평균 케이던스
4a4e4e2c,케이던스
614e7261,케이던스
0c42b39f,케이던스
2142d4ae,케이던스
db3ceb66,랩 케이던스
f63d15e7,랩 케이던스
1d25f9fd,랩 케이던스
1e25fb90,랩 케이던스
22078033,최근랩 케이던스
3f07adda,최종랩 케이던스
ffeb7430,최근랩 케이던스
feeb729d,최종랩 케이던스
b2bfdac2,구간 페이스
a5bfc64b,구간 페이스
54a98079,구간 페이스
6da9a7d4,구간 페이스
bf3462be,구간 속도
ca34740f,구간 속도
c145af05,구간 속도
d245c9c8,구간 속도
a882796a,경주용 타이머
ab827e23,경주용 타이머
aa93c5b1,레이스 타이머
b393d3dc,레이스 타이머
56e0ee79,경주장
6e97121c,Racon: Yes
c619c01d,레이다 참조선
6af86350,라디오비이컨
8ac799b5,라디오마스트
9d0f27a3,무선보고지점
0fe268fd,폐쇄된 철도
28c78422,철도
48b7c0b9,"철도, 터널"
c0230685,Rajasthani
6e1e4850,진출차로
c68d2b71,램프
b44d1a81,산맥
98e8aafe,레인저 초소
82efe9a3,급류
48de6d8a,속도
a0898253,뒷기어
bd89affa,뒷기어
fe6e3fd0,뒷기어
fd6e3e3d,뒷기어
67f80f6c,권장정박지역
ebb1b3d2,권장통행방향
e429552d,권장경로
9a809c36,권장통행로 중앙선
b593b4b5,레코드/CD/비디오
79366a8c,회복
2e5805c9,%1 일
01a764d2,%1시간
6967dac5,%1 시간
32a7395a,회복
eb0e3390,레크레이션
ff2c6d73,레크리에이션 센터
1900b49b,적-흑
3b2ce6fb,적-주간표식
f395153b,적-녹-적
b3b0d3cb,적-녹
e4c57a74,적-녹-황
d977be98,적-주황-백
b63befa7,적색
608e9841,적-백-적
a7175e21,적-백
8366bc0c,적-황-적
0493eb08,적-황
abe0efff,참조타원체:
25d86b80,참조 포인트
2400c4c9,반복 시간
0214f1d5,정비
6d3481a1,정비 서비스
69f1b5d5,%1 반복
593c827c,반복
503c7451,반복
9b301e6f,반복
90300d1e,반복
23d529e7,반복하다
871c4c90,%1-%2 반복
d7452cae,남은 반복
c2450b9f,남은 반복
d95678f5,남은 반복
ca566158,남은 반복
8349a667,회
68497be6,회
bd8f0c53,반복 횟수
682da569,반복 횟수
7f70432a,구조대
99b6c010,저장소
8f49b089,저수지
b311a686,레지던스홀
b8549ecf,주거지역/건물
028914b1,리조트
be0602ca,휴게소
1ce7b3bc,휴게소/여행안내소
885596aa,휴식
a1a82a47,휴식 시간
86a7ffc6,휴식 시간
7f8c1e44,휴식 시간
868c2949,휴식 시간
8dd87b07,레스토랑
8ffdb2de,백업에서 복원
383ced17,금지구역
ca8e73b5,금지선
6a590cee,화장실
f2554ddd,취침 시간이 다가오고 있습니다. 나중에 재개하시겠습니까?
2653740c,활동이 수일이 지나도록 일시 중지된 경우 수면 및 HRV 상태 같은 기능들은 추적되지 않습니다.
851f4cdc,검토
b55052c3,능선
330344a4,%1우
e147edba,하천/운하
434cdeb6,하천
9af2f854,리야드
4dafbe34,도로 사이클링
9db52d17,도로 정보
a56caf1a,로드
5158e756,"암초,침몰선"
d7bb5fd1,"암초,간조시 안보임"
e4a57da5,록
de653349,로타리
7a88dac9,경로 무효
3e534edb,코스 %1
190f0ac1,러닝
6f91d47d,러닝 및 워킹
b6eab81c,활주로
b0fe1ed9,러시안
f1270296,평균
236e21a0,카메라
35711f53,고정
35da03f5,모바일
9f5f2fa2,이동식
bbb83eab,혼합식
75156bcb,해발고도:
5a36c3ef,위치:
1e3e47fe,START 눌러 저장
11479da7,접근중
bc1f573b,취소
9d3cd1d7,앞서감
734b8b1e,뒤처짐
99c1c03b,구간 완료
e749a1c2,새 레이스 시간
c20af837,시작!
2652d4fd,%1 추가
f54a7b4f,아니요
7d9c929d,예
b0d3970d,상승
d23e7584,하강
0cd012be,계속
19fccf66,계속하면 LiveTrack 종료됩니다.
0673f2bf,모바일 앱 연결이 필요함
f35c0222,페어링실패
98b4cd37,다시 시도
9db4d516,다시 시도
df5ba744,LiveTrack 세션 종료 못함
9279ea39,Wi-Fi로 음악을 다운로드하면 음악 재생이 중지됩니다.
dc65e2b3,음원 제공자를 관리하려면 음악재생 중지됩니다.
ca70fefc,Wi-Fi로 동기화하려면 음악재생이 중지됩니다.
21f2e31d,현재 루트를 취소합니까?
4360bc48,루트 통계 추적?
de1e55cf,검은색
530424d1,하얀색
c48b8ee6,건너뛴 그룹을 완료하시겠습니까?
d0e55ccd,계속
a9a490e4,현재 코스가 취소됩니다.
ed10d645,매초
7b5b78d8,똑똑한
88096643,오늘의 운동에서 그룹을 삭제하시겠습니까?
ef8d9c76,취소
f064ac17,삭제
6733e8f9,장치가 기본값으로 복원됨
ce4499ac,지원되지 않는 언어입니다. 대안을 선택하세요.
2528afdc,선택하다
55929d53,킬로미터
e7a3ac80,마일
589e9894,무산소 운동이 필요한 단계에서는 페이스 목표를 계속 사용합니다.
8559013e,무산소 운동이 필요한 단계에는 파워 타겟이 사용됩니다.
cb87fa3a,심박수
1c698c7f,페이스
72717105,파워
c13c8982,타겟 타입 선택
fd6e2755,%1회
afd4c2f2,피트
3d13e3e8,미터
4b9aaffb,속도 표시
436e93a5,속도 표시
a18d3d6e,여성
167d1983,남성
aa791b0d,채점 방법
cd366127,스테이블포드
4bdb2398,현재 위치에서 새로운 전투를 시작하시겠습니까?
ca8027f6,스트로크 플레이
a2c10b6b,왼손잡이
d06d1d84,오른손잡이
25e41a4d,골프 스윙?
2823effd,왼쪽
cdc25674,오른쪽
8ee76159,센티미터
8bb2e9a8,피트
a5e6bdf0,SOS를 취소하시겠습니까?
062d1f12,긴급 상황에서만 SOS를 사용하세요. 계속하다?
01298b0a,자동
bcbd7e12,독자적
0afbf92a,취소
c9bb58de,수동으로
a3cf2ba6,LDHS로 심박수 구간을 업데이트하시겠습니까?
3ec1513b,북쪽 위로
57487043,코스 업
4ef4a0ce,다운로드가 느립니다. Wi-Fi 신호가 더 강한 장소를 찾으세요.
5509d129,WiFi 라우터 근처의 충전기에 연결하세요.
f8920333,천천히 다운로드하세요. 더 나은 성능을 위해 충전기를 연결하세요.
3437c287,느린 다운로드 더 나은 성능을 위해 라우터에 더 가까이 다가가세요.
1f2bbdd7,향후 운동에 대한 제안?
990646a5,이제 체력을 향상시키고 로드 포커스의 균형을 잡는 데 도움이 되는 일일 워크아웃 제안에 따를 수 있습니다.
1dc63cd3,워크아웃 제안
948a35a2,연결된 외부 HS 없음
6350b8ea,다시 검색
3797f716,건너뛰다
8f00a161,러닝으로 전환하시겠습니까?
570600b3,목표 페이스
24e9ae31,목표 시간
9ab17b90,아니오
eb3136ac,예
cd18430b,킬로미터
bb040208,마일
8a61eec3,네트워크 추가
90395ce6,추가
2ff50bce,Wi-Fi 필요함 네트워크 추가?
70f70b0d,%1에 연결하시겠습니까?
95385f4d,%1이(가) 장치의 숫자와 일치합니까?
44dd266c,변경
f0fd4a84,제거
07d0f05a,도시 목록 사용
f26684c5,나중에 연결하세요
a83dc743,지금 연결하세요
352c42da,계속
172c13a0,계속
a96da92a,사용 안 함
308bb61c,삭제
ba7a28de,뒤로
4fdb29ff,활성화
81f12116,%1 연결 실패
3a49b95b,헤드폰 편집
06e7c37d,다시 시도
c1256c0f,시작
414f441c,확인
2870c6ce,확인
7fb73dfc,라이브러리가 사용불가. 앱을 끄고 액세스하세요.
41901d34,관리
eedc7ab0,맵 사용
f80d0f4e,기록된 Wi-Fi 네트워크 없음
2543d1cb,아니오
a5863b22,확인
ce8e3853,꺼짐
863c54f1,켜짐
3e1f58dd,제거
9.28E+10,이렇게 하면 %1이(가) 제거되고 %2 멀티스포츠 프로필이 수정됩니다.
a1b75bfa,이 삭제는 %1개의 멀티스포츠 프로필이 변경됨.
07a05e45,다음 멀티스포츠 프로파일 수정됨: %1.
93e386e4,이 삭제는 %1개의 멀티스포츠 프로필이 제거됨.
d4f08797,다음 멀티스포츠 프로파일 제거됨: %1.
e3bbad89,이미 전송이 진행 중입니다.
bd9a92d9,Wi-Fi가 꺼진 상태입니다.
f76afe34,로깅을 허용할까요?
d5dbb4ba,대체 시간대 %1
07c2bd06,자동 보정을 비활성화하시겠습니까?
ce24740a,상승 알림
b59c18c8,자동 검색
1574249e,초기 모드 선택
ef21e92c,구간을 삭제하시겠습니까?
7aaa63a2,배경색
a63332d9,"배터리 세이버는 전화 연결, 손목 심박수 및 기타 센서를 비활성화합니다."
6762f321,특정 위치로 이동하시겠습니까?
432ca27f,취소?
97641df4,측정취소?
1e7b4fbb,동기화를 취소하시겠습니까?
05ca6bdb,지금 백나인 선택하시겠습니까?
3de7a030,목표 페이스 단위를 선택하세요.
f840a09e,모두 삭제?
bed9eb4a,맞춤 목표를 삭제하시겠습니까?
46ffee5a,기록 삭제?
42213805,환경 설정
ce4793fa,헤드폰을 연결하여 듣기 시작
8b109c13,현재 라운드 진행 중
9.23E+67,새로 만들기?
12681fda,코스의 편집 가능한 복사본 생성 중. 일부 세부 정보가 손실될 수 있습니다.
e0c6ad8a,메뉴 > 설정으로 이동하여 배터리 세이버를 사용자 정의하세요.
876821a1,데이터 저장
ddb1f512,활동을 삭제하시겠습니까?
cd52a462,활동을 삭제하시겠습니까?
390e252e,전체를 삭제하시겠습니까?
5c5df44e,코스를 삭제하시겠습니까?
97392aac,위치를 삭제하시겠습니까?
d2898423,PacePro 계획을 삭제하시겠습니까?
56b02842,%2 활동이 %1을(를) 사용
5b0acdcd,%1 활동으로 사용됨.
24b22fd6,삭제 %1?
05e3bcc5,인접 포인트를 삭제하시겠니까?
d9d61583,시계 화면을 삭제하시겠습니까?
10a16d9a,워크아웃을 삭제하시겠습니까?
51016614,앱이 기기에서 제거되었습니다.
b3fa9836,깊이
dbc96be8,하강 알림
50e43061,로깅을 중단할까요?
e0f32e1d,삭제?
2a73dbbe,거리
660f9699,임계 수영 속도를\n테스트할까요?
9cd10c93,데이터 필드 설정을 편집합니까?
4f1f8570,키
af4fa734,손목 심박수가 필요합니다.
d8225182,활동을 종료하시겠습니까?
7f4c2a59,LiveTrack을 종료합니까?
f54f0379,라운드 종료?
b2a2e77e,잠을 끝내시겠습니까?
e103d8ff,MOB 항법종료?
21e7cacd,FTP 추정에는 가슴 주변의 심박수 모니터와 파워 센서가 필요합니다.
534f616a,빠름 경고
71c450fa,최상의 결과를 위해 매일 같은시간 측정
dc743874,성별
b341eccd,골프 거리
6a02c14d,스트레스 점수를 측정하려면 가슴 HRM이 필요합니다.
0cda2662,착용 손목
14140a46,길이
9c7acb08,높음 경고
8c3f175f,젖산 역치를 추정하려면 가슴 주변의 심박수 모니터가 필요합니다.
d106626c,LDHS는 측정되지 않았습니다.
a1defe04,낮음 경고
1a61154c,입력한 높이가 자동 범위를 벗어났습니다. 구경 측정
0fc77b25,정위
1f731370,알파인 스키
998d50c9,카디오
5762d939,XC스키
24ddf0ec,사이클링
fb958b17,하이킹
fa8a0590,등산
32f6180c,실외 수영
0717357f,기타
42e3de8e,풀 수영
1ae70482,러닝
b52ab0f5,SUP
66c68e26,근력 훈련
78bceeb2,보행
398d2181,속도/속도
6f687849,코스 탐색을 활성화하시겠습니까?
40d57a59,다른 클럽 센서를 연결하시겠습니까?
ba29a29d,전화에 연결하시겠습니까?
09f81784,전원 끄기
fbe406ca,절전모드 진입시간
7567c3fe,구간을 삭제하시겠습니까?
2f559de4,활동을 저장할 준비가 되었습니까?
5064dd92,녹화 모드
0824f9af,%1 실행?
23f174c9,제거?
8.06E+208,데모 앱을 삭제하시겠습니까?
2773946,시간대 명칭변경?
20076a2e,반복
a0586c5a,기본 파워존 설정을 복원하시겠습니까?
a52f309e,전체 초기화?
4d08ecc0,기본 설정 hs 영역을 복원하시겠습니까?
58998bd2,기본 설정을 초기화합니까?
8b6b0f4e,활동을 기본값으로 복구?
8bdce553,%1을/를 복구합니까?
67a7679b,기록 저장?
5f4f303a,데이터 삭제 후 재설정할까요?
d7df09a9,사고 감지 설정을 확인하시겠습니까?
76c61066,변경 내용 저장?
2a58576d,단위 선택
2f4e4cd4,즐겨찾기에 추가하시겠습니까?
f85a3a75,PacePro 목표 설정
d2ee9349,시간 설정
3e58ef05,느림 경고
b1adf3e0,3분간 정지휴식
c90c292b,데모를 시작하시겠습니까?
f01c9f74,음악 동기화를 시작합니까?
f858f1b7,코스를 중단합니까?
7341ccf0,내비게이션을 종료할까요?
a4bd3500,PacePro 종료?
d90b93d3,몇분간 스트레스 지수 보정
9e29a8c0,%1을(를) 음악 공급자로 사용하시겠습니까?
250adcf9,온도
e6100187,MTP (미디어 전송)를 사용합니까 ?
ff7650ed,사용자 위치
5baa339d,무게
3d73087a,더 많은 위젯을 사용할 수 있습니다.
1c55ad2f,어느 손목에 시계를 착용하십니까?
f03d72b3,GPS를 사용하려면 재부팅이 필요합니다. 지금 시작하시겠습니까?
a3cd5317,Bluetooth 사용
6d755a69,예
52c0f0cc,미터
27b6583d,야드
bcdcea45,운동에 맞추어 풀 길이 변경: %1 미터
8fda9314,운동에 맞추어 풀 길이 변경: %1 야드
8dc278ab,라이딩할 때마다 보정 알림을 설정하고 싶으신가요?
89421556,교정하시겠습니까?
ae89248d,보정
6949cfa4,보정 실패\n오류: %1
1a5459f8,보정 권장. 페달에서 발을 떼고 보정하세요.
444a9e56,다시 시도
5618880d,페달에서 발을 떼고 보정.
f218b7cb,설정 시작
ae5aea94,Vector 사용을 위한 초기설정 필요
db7088a4,보정됨 오프셋 선택
45ad9acc,현재: %1
89bb78cc,이전: %1
1538e67a,수동
83ad45fb,타이머 시작/중지
d1a44c88,심박계 추가
d373a117,회복 어드바이저는 심박계가 필요.
10ed2add,아니오
5655ec32,제거?
a68806b3,예
448a96af,기본 보정으로 재설정하시겠습니까?
10759988,기본 설정 모든 데이터를 복원합니다. 활동과 같은. 그리고 맑은 음악.
be75f4d4,그러면 기본 설정이 재설정됩니다. 복원되고 모든 데이터가 삭제되었습니다.
6d39623f,계속
31aaf622,모든 기본 설정이 복원됩니다. 활동. 그리고 음악은 삭제되지 않았습니다.
2418f3ba,모든 기본 설정이 복원됩니다. 활동. 삭제되지 않습니다.
b3ed7774,다운로드 실패. 재시도?
2ebf5a26,아니오
206f4dc2,예
df413132,외부 HS 없이 저장하시겠습니까?
bc26914f,다시 검색
2cdb1d55,예
5e957a95,연결하려면 추가 화면을 활성화하세요.
83f11250,센서를 활성화하려면 주변을 걸어보세요.
7af3bd57,연결하려면 헤드폰을 페어링 모드로 설정하세요.
755b2d6f,연결하려면 심박수 모니터를 착용하세요.
6eaa89e1,램프를 켜서 연결하세요.
e1cad068,범위 내에 근육 산소 센서가 없습니다.
268b37d8,센서를 찾을 수 없습니다.
92dbc523,센서를 활성화하는 계단.
0a6885fe,센서를 활성화하려면 주변을 걸어보세요.
996f1ab6,레이더에 연결하려면 페어링 모드로 들어가세요.
4624d32d,전원을 켜거나 페달을 밟아 트레이너를 활성화하세요.
1e763e2b,inReach를 켜고 ANT+ 설정을 활성화하여 연결하세요.
c08662b8,변속 센서를 연결하려면: 앞 또는 뒤 기어를 변속하십시오.
5fd37719,Shimano Di2 센서 연결: 전면 또는 후면 기어를 변속합니다.
c35c11c1,센서를 활성화하는 계단.
ac11552e,휴대용 개 추적을 켜고 ANT+ 설정을 활성화합니다.
26f49d94,다시
1f40413d,카메라를 켜고 원격 제어를 활성화하여 연결하세요.
1008698e,킬로미터
1fec699f,마일
89ee6c6e,오토매틱
4acd082b,수동
3068461f,착용상태 확인하고 재시도
68957af6,확인
e1698083,%1에 대한 연결이 끊겼습니다
a4b68220,다시 시도해 보세요
91ff1749,업데이트 실패
e0c9f207,완료
618ea9ea,업데이트에 실패했습니다. \nGarmin Connect에서 다시 시도하세요.
458e56ec,업데이트 실패.\n재시도하십시오.
41b628ff,트레드밀 보정 건너뛰기
e54b1ba2,수락
3658dc36,페이스: %1
31a872c4,속도: %1
3797459c,%1 타겟
b50345c8,시간: %1
81b29f71,섭씨
80b29dde,섭씨
a06de5f7,화씨
9f6de464,화씨
533bcccb,연장됨
c2a0ad8d,보통
1.03E+270,%1 작업이 선택되었습니다. 트랙 1을 재설정하시겠습니까?
78ddc119,계속
b9575da7,설정이 지워짐
45bab3bd,숨다
2ec3055c,보여주다
83e04c16,킬로그램
ebe160fa,파운드
228d67f1,자동
781c6118,수동
f16e8423,휠 사이즈
579edcb2,저장
914c6488,저장됨
d38f1f1d,편집
8e7fa9e4,봐
cfc68fe7,보통
829ea303,느낌 평가 건너뛰기
0f6aa657,잘함
f3b192c7,소감이 어땠어요?
19a82634,아주 잘함
6736e6eb,어려움
180ecaf4,잘하지 못함
473c9b22,Garmin 트레이너 난이도 설정 필요
3dacf9c6,극히 어려움
af13638e,어려움
22b5e8ab,쉬움
8e2cc2fd,극한
24a66072,표준
e6929ca8,난이도 평가 건너뛰기
a7227231,약간 어려움
26dc76b6,난이도 설정
fcac001f,매우 어려움
b212c0dc,매우 쉬움
0eb16423,메시지 전송됨
724ee604,"""괜찮아요"" 전송 중"
04d1968b,ANT 센서
9da7a806,자전거 라이트
ce807c3d,예상 시간: %1분
c5db1530,심박수 모니터
308d940d,지금 설치
6e06138a,파워미터
1ccedc01,RD 팟
e349bed9,다시 알림
1f2657be,속도/케이던스
e1f3248a,업데이트 가능
29b9d0b4,9월
f99c5af4,9월
365ea8bb,9월
c597b6f8,서비스
6033d284,높음 경고
cd562651,높음 한계치
f9b3392a,낮음 경고
f5ae8e97,낮음 한계치
6cb4b7ba,인터벌 %1
b2dd603d,인터벌
0f7325b4,%1 랩
558074f3,랩 수
9cca866c,활강 %1
aee6377b,활강
fb2939a3,세트 %1
086c82ac,세트
8ec2d24e,활동 목록
b370a9d6,금요일 %1
c6455484,금요일
da520f3c,오류
d051ff7e,오류
fa14c19f,월요일 %1
fe3a004b,월요일
4b93f09a,토요일 %1
76706b48,토요일
196b7ee7,일요일 %1
54702973,일요일
59a118fd,목요일 %1
5adaa90d,목요일
b39d63ba,오늘 %1
d13e02a8,오늘
552da75c,화요일 %1
cea3c7ae,화요일
ebcff5bd,수요일 %1
a6b92dcd,수요일
8b78ad8d,어제 %1
c6c6e3bd,어제
0bd23936,전환 %1
fafe9a0a,출발
550a7bec,지도
d757a887,경로
89438b01,TracBack
412bc971,추가
7ee96d16,통근
bbf6784c,관광
88394947,어드벤처 레이스
b1cad256,백컨트리 스키
030713b2,백컨트리 스노보드
29c775fb,자전거 통근
143b87ca,실내 자전거
81f30d02,자전거
9285b6c1,자전거 관광
273eb939,보트
9b201010,볼더링
ef5d717c,복싱
cec0fa3c,호흡 운동
ae58488a,근전환
9ac258e9,카디오
f1488a6a,등산
b50da613,XC스키
3cb86a3e,XC 스케이트 스키
a4afb2b0,사용자 지정
2c05ab69,사이클로크로스
2bfca598,듀애슬론
f8c045dc,일립티컬
339c76bc,탐험
0bb38b35,낚시
c10894e7,층계 오르기
3abc596b,골프
6ba54f1c,그래블 자전거
842c17d2,활동 이름
f30748d9,HIIT
596cb72c,하이킹
5db37f4d,말을 타고
76f2dd32,실내 등반
02472f8c,실내 보행
d4f70085,점프마스터
8131ef64,카약
c29f2f21,지도
a75ed826,MTB
e9487f68,내비게이션
3d15a7ac,장애물 경주
51c6ca3b,실외 수영
3deb5e7d,기타
a17d432f,패들
29c805e4,피클볼
ddaee4d7,필라테스
f95f1f70,풀 수영
a8a1a242,레이스
2045c343,로드 자전거
9efa4259,실내노젓기
8ee9a88f,조정
90a6dc42,실내 러닝
bb5b9512,러닝
caf6b2a7,SUP
2df46520,세일 레이스
db97b7aa,세일
6499236a,스키
67cc0bce,스노우보드
175505b3,스노우슈
b4bb588c,스텝퍼
97ea8f6e,근력 훈련
819e0a37,서핑
43651426,스윔런
0251a66a,택티컬
d4dfdd2c,테니스
0fa14de9,나를 추적
dabd040a,트랙 러닝
9dc368a7,트레일 러닝
a4fb2fb5,트레드밀
97fc2b9e,철인 3종
816a2dc3,울트라 러닝
88c2c016,가상 러닝
141d5df4,걷기
a272135b,요가
ecd6c64f,eBike
f3efeeb5,eMTB
