,key,KR,NL
4457,2653740c,활동이 수일이 지나도록 일시 중지된 경우 수면 및 HRV 상태 같은 기능들은 추적되지 않습니다.,
4458,851f4cdc,검토,
4459,b55052c3,능선,
4460,330344a4,%1우,
4461,e147edba,하천/운하,
4462,434cdeb6,하천,
4463,9af2f854,,Riyadh
4464,4dafbe34,도로 사이클링,
4465,9db52d17,도로 정보,
4466,a56caf1a,로드,
4467,5158e756,"암초,침몰선",
4468,d7bb5fd1,"암초,간조시 안보임",
4469,e4a57da5,록,
4470,de653349,로타리,
4471,7a88dac9,경로 무효,
4472,3e534edb,코스 %1,
4473,190f0ac1,러닝,
4474,6f91d47d,러닝 및 워킹,
4475,b6eab81c,활주로,
4476,b0fe1ed9,러시안,
4477,f1270296,평균,
4478,236e21a0,카메라,
4479,35711f53,고정,
4480,35da03f5,모바일,
4481,9f5f2fa2,이동식,
4482,bbb83eab,혼합식,
4483,75156bcb,해발고도:,
4484,5a36c3ef,위치:,
4485,1e3e47fe,START 눌러 저장,
4486,11479da7,접근중,
4487,bc1f573b,취소,
4488,9d3cd1d7,앞서감,
4489,734b8b1e,뒤처짐,
4490,99c1c03b,구간 완료,
4491,e749a1c2,새 레이스 시간,
4492,c20af837,시작!,
4493,2652d4fd,,Voeg %1 toe
4494,f54a7b4f,,Nee
4495,7d9c929d,,Ja
4496,b0d3970d,상승,
4497,d23e7584,하강,
4498,0cd012be,계속,
4499,19fccf66,계속하면 LiveTrack 종료됩니다.,
4500,0673f2bf,모바일 앱 연결이 필요함,
4501,f35c0222,페어링실패,
4502,98b4cd37,다시 시도,
4503,9db4d516,다시 시도,
4504,df5ba744,LiveTrack 세션 종료 못함,
4505,9279ea39,Wi-Fi로 음악을 다운로드하면 음악 재생이 중지됩니다.,
4506,dc65e2b3,음원 제공자를 관리하려면 음악재생 중지됩니다.,
4507,ca70fefc,Wi-Fi로 동기화하려면 음악재생이 중지됩니다.,
4508,21f2e31d,현재 루트를 취소합니까?,
4509,4360bc48,루트 통계 추적?,
4510,de1e55cf,,Zwart
4511,530424d1,,Wit
4512,c48b8ee6,건너뛴 그룹을 완료하시겠습니까?,
4513,d0e55ccd,계속,
4514,a9a490e4,현재 코스가 취소됩니다.,
4515,ed10d645,,Iedere seconde
4516,7b5b78d8,,Slim
4517,88096643,오늘의 운동에서 그룹을 삭제하시겠습니까?,
4518,ef8d9c76,취소,
4519,f064ac17,삭제,
4520,6733e8f9,장치가 기본값으로 복원됨,
4521,ce4499ac,,Taal niet ondersteund. Selecteer alternatief.
4522,2528afdc,,Selecteer
4523,55929d53,킬로미터,
4524,e7a3ac80,마일,
4525,589e9894,무산소 운동이 필요한 단계에서는 페이스 목표를 계속 사용합니다.,
4526,8559013e,무산소 운동이 필요한 단계에는 파워 타겟이 사용됩니다.,
4527,cb87fa3a,심박수,
4528,1c698c7f,페이스,
4529,72717105,파워,
4530,c13c8982,타겟 타입 선택,
4531,fd6e2755,%1회,
4532,afd4c2f2,피트,
4533,3d13e3e8,미터,
4534,4b9aaffb,,Toon tempo
4535,436e93a5,,Toon snelheid
4536,a18d3d6e,여성,
4537,167d1983,남성,
4538,aa791b0d,채점 방법,
4539,cd366127,스테이블포드,
4540,4bdb2398,,Nieuwe slag starten vanaf huidige locatie?
4541,ca8027f6,스트로크 플레이,
4542,a2c10b6b,,Linkshandig
4543,d06d1d84,,Rechtshandig
4544,25e41a4d,,Golfswing?
4545,2823effd,왼쪽,
4546,cdc25674,오른쪽,
4547,8ee76159,센티미터,
4548,8bb2e9a8,피트,
4549,a5e6bdf0,SOS를 취소하시겠습니까?,
4550,062d1f12,,Gebruik SOS alleen bij nood. Doorgaan?
4551,01298b0a,자동,
4552,bcbd7e12,독자적,
4553,0afbf92a,,Annuleer
4554,c9bb58de,,Handmatig
4555,a3cf2ba6,,Hartslagzones bijwerken met LDHS?
4556,3ec1513b,,Noord boven
4557,57487043,,Koers boven
4558,4ef4a0ce,,Download is langzaam. Zoek een plek met sterker Wi-Fi-signaal.
4559,5509d129,,Sluit aan op een oplader in de buurt van de WiFi-router.
4560,f8920333,,Download langzaam. Sluit een oplader aan voor betere prestaties.
4561,3437c287,,Download langz. Sta dichter bij router voor betere prestaties.
4562,1f2bbdd7,,Suggesties voor toekomstige workouts?
4563,990646a5,이제 체력을 향상시키고 로드 포커스의 균형을 잡는 데 도움이 되는 일일 워크아웃 제안에 따를 수 있습니다.,
4564,1dc63cd3,워크아웃 제안,
4565,948a35a2,,Geen externe HS aangesloten
4566,6350b8ea,,Zoek opnieuw
4567,3797f716,,Overslaan
4568,8f00a161,러닝으로 전환하시겠습니까?,
4569,570600b3,목표 페이스,
4570,24e9ae31,목표 시간,
4571,9ab17b90,아니오,
4572,eb3136ac,예,
4573,cd18430b,킬로미터,
4574,bb040208,마일,
4575,8a61eec3,네트워크 추가,
4576,90395ce6,추가,
4577,2ff50bce,Wi-Fi 필요함 네트워크 추가?,
4578,70f70b0d,,Verbinden met %1?
4579,95385f4d,,Komt %1 overeen met getal op toestel?
4580,44dd266c,변경,
4581,f0fd4a84,제거,
4582,07d0f05a,도시 목록 사용,
4583,f26684c5,,Later verbinden
4584,a83dc743,,Verbind nu
4585,352c42da,계속,
4586,172c13a0,계속,
4587,a96da92a,사용 안 함,
4588,308bb61c,삭제,
4589,ba7a28de,뒤로,
4590,4fdb29ff,활성화,
4591,81f12116,%1 연결 실패,
4592,3a49b95b,헤드폰 편집,
4593,06e7c37d,다시 시도,
4594,c1256c0f,시작,
4595,414f441c,확인,
4596,2870c6ce,확인,
4597,7fb73dfc,라이브러리가 사용불가. 앱을 끄고 액세스하세요.,
4598,41901d34,관리,
4599,eedc7ab0,맵 사용,
4600,f80d0f4e,기록된 Wi-Fi 네트워크 없음,
4601,2543d1cb,아니오,
4602,a5863b22,확인,
4603,ce8e3853,꺼짐,
4604,863c54f1,켜짐,
4605,3e1f58dd,제거,
4606,928154e5,이렇게 하면 %1이(가) 제거되고 %2 멀티스포츠 프로필이 수정됩니다.,
4607,a1b75bfa,이 삭제는 %1개의 멀티스포츠 프로필이 변경됨.,
4608,07a05e45,다음 멀티스포츠 프로파일 수정됨: %1.,
4609,93e386e4,이 삭제는 %1개의 멀티스포츠 프로필이 제거됨.,
4610,d4f08797,다음 멀티스포츠 프로파일 제거됨: %1.,
4611,e3bbad89,이미 전송이 진행 중입니다.,
4612,bd9a92d9,Wi-Fi가 꺼진 상태입니다.,
4613,f76afe34,로깅을 허용할까요?,
4614,d5dbb4ba,대체 시간대 %1,
4615,07c2bd06,,Automatische kalibratie uitschakelen?
4616,ce24740a,상승 알림,
4617,b59c18c8,자동 검색,
4618,1574249e,초기 모드 선택,
4619,ef21e92c,구간을 삭제하시겠습니까?,
4620,7aaa63a2,배경색,
4621,a63332d9,"배터리 세이버는 전화 연결, 손목 심박수 및 기타 센서를 비활성화합니다.",
4622,6762f321,,Navigeren naar een locatie?
4623,432ca27f,취소?,
4624,97641df4,측정취소?,
4625,1e7b4fbb,동기화를 취소하시겠습니까?,
4626,05ca6bdb,지금 백나인 선택하시겠습니까?,
4627,3de7a030,목표 페이스 단위를 선택하세요.,
4628,f840a09e,모두 삭제?,
4629,bed9eb4a,,Aangepaste doelen wissen?
4630,46ffee5a,기록 삭제?,
4631,42213805,환경 설정,
4632,ce4793fa,,Hoofdtelefoons aansluiten om te gaan luisteren
4633,8b109c13,현재 라운드 진행 중,
4634,9229e064,새로 만들기?,
4635,12681fda,코스의 편집 가능한 복사본 생성 중. 일부 세부 정보가 손실될 수 있습니다.,
4636,e0c6ad8a,메뉴 > 설정으로 이동하여 배터리 세이버를 사용자 정의하세요.,
4637,876821a1,,Gege​vens​opslag
4638,ddb1f512,활동을 삭제하시겠습니까?,
4639,cd52a462,활동을 삭제하시겠습니까?,
4640,390e252e,전체를 삭제하시겠습니까?,
4641,5c5df44e,코스를 삭제하시겠습니까?,
4642,97392aac,위치를 삭제하시겠습니까?,
4643,d2898423,PacePro 계획을 삭제하시겠습니까?,
4644,56b02842,%2 활동이 %1을(를) 사용,
4645,ст-но %1,,
4646,5b0acdcd,%1 활동으로 사용됨.,
4647,24b22fd6,삭제 %1?,
4648,05e3bcc5,인접 포인트를 삭제하시겠니까?,
4649,d9d61583,시계 화면을 삭제하시겠습니까?,
4650,10a16d9a,워크아웃을 삭제하시겠습니까?,
4651,51016614,,App wordt verwijderd van het toestel.
4652,b3fa9836,,Diepte
4653,dbc96be8,하강 알림,
4654,50e43061,로깅을 중단할까요?,
4655,e0f32e1d,삭제?,
4656,2a73dbbe,거리,
4657,660f9699,임계 수영 속도를\n테스트할까요?,
4658,9cd10c93,데이터 필드 설정을 편집합니까?,
4659,4f1f8570,,Hoogte
4660,af4fa734,손목 심박수가 필요합니다.,
4661,d8225182,활동을 종료하시겠습니까?,
4662,7f4c2a59,LiveTrack을 종료합니까?,
4663,f54f0379,,Einde ronde?
4664,b2a2e77e,,Slaap beëindigen?
4665,e103d8ff,MOB 항법종료?,
4666,21e7cacd,,Hartslagmeter rond borst en verm.sensor nodig voor geschat FTP.
4667,534f616a,빠름 경고,
4668,71c450fa,최상의 결과를 위해 매일 같은시간 측정,
4669,dc743874,성별,
4670,b341eccd,골프 거리,
4671,6a02c14d,스트레스 점수를 측정하려면 가슴 HRM이 필요합니다.,
4672,0cda2662,착용 손목,
4673,14140a46,,Lengte
4674,9c7acb08,높음 경고,
4675,8c3f175f,,Hartslagmeter rond de borst nodig als u uw lactaatdrempel wilt inschatten.
4676,d106626c,,LDHS is niet gemeten.
4677,a1defe04,낮음 경고,
4678,1a61154c,,Ingevoerde hoogte valt buiten bereik v autom. kalibr.
4679,0fc77b25,,Oriëntatie
4680,1f731370,알파인 스키,
4681,998d50c9,카디오,
4682,5762d939,XC스키,
4683,24ddf0ec,사이클링,
4684,fb958b17,하이킹,
4685,fa8a0590,등산,
4686,32f6180c,실외 수영,
4687,0717357f,기타,
4688,42e3de8e,풀 수영,
4689,1ae70482,러닝,
4690,b52ab0f5,SUP,
4691,66c68e26,근력 훈련,
4692,78bceeb2,보행,
4693,398d2181,,Tempo/snelheid
4694,6f687849,코스 탐색을 활성화하시겠습니까?,
4695,40d57a59,,Een andere clubsensor koppelen?
4696,ba29a29d,,Met telefoon koppelen?
4697,09f81784,전원 끄기,
4698,fbe406ca,절전모드 진입시간,
4699,7567c3fe,구간을 삭제하시겠습니까?,
4700,2f559de4,활동을 저장할 준비가 되었습니까?,
4701,5064dd92,녹화 모드,
4702,0824f9af,%1 실행?,
4703,23f174c9,제거?,
4704,8058e205,,Demo-app verwijderen?
4705,02773946,시간대 명칭변경?,
4706,20076a2e,반복,
4707,a0586c5a,,Std.instellingen vermogenszones herstellen?
4708,a52f309e,전체 초기화?,
4709,4d08ecc0,,Stand.instel. hs-zones herstellen?
4710,58998bd2,기본 설정을 초기화합니까?,
4711,8b6b0f4e,활동을 기본값으로 복구?,
4712,8bdce553,%1을/를 복구합니까?,
4713,67a7679b,기록 저장?,
4714,5f4f303a,데이터 삭제 후 재설정할까요?,
4715,d7df09a9,,Instellingen voor ongevaldetectie controleren?
4716,76c61066,변경 내용 저장?,
4717,2a58576d,단위 선택,
4718,2f4e4cd4,즐겨찾기에 추가하시겠습니까?,
4719,f85a3a75,PacePro 목표 설정,
4720,d2ee9349,시간 설정,
4721,3e58ef05,느림 경고,
4722,b1adf3e0,3분간 정지휴식,
4723,c90c292b,,Demo starten?
4724,f01c9f74,음악 동기화를 시작합니까?,
4725,f858f1b7,코스를 중단합니까?,
4726,7341ccf0,내비게이션을 종료할까요?,
4727,a4bd3500,PacePro 종료?,
4728,d90b93d3,몇분간 스트레스 지수 보정,
4729,9e29a8c0,,%1 gebruiken als uw muziekprovider?
4730,250adcf9,온도,
4731,e6100187,MTP (미디어 전송)를 사용합니까 ?,
4732,ff7650ed,,Gebruikers​locaties
4733,5baa339d,,Gewicht
4734,3d73087a,,Er zijn meer widgets besch.
4735,1c55ad2f,어느 손목에 시계를 착용하십니까?,
4736,f03d72b3,,Opnw opstarten vereist v GPS. Nu opstarten?
4737,a3cd5317,Bluetooth 사용,
4738,6d755a69,예,
4739,52c0f0cc,미터,
4740,27b6583d,야드,
4741,bcdcea45,운동에 맞추어 풀 길이 변경: %1 미터,
4742,8fda9314,운동에 맞추어 풀 길이 변경: %1 야드,
4743,8dc278ab,,Kalibratieherinnering instellen voor elke rit?
4744,89421556,,Wilt u kalibreren?
4745,ae89248d,보정,
4746,6949cfa4,보정 실패\n오류: %1,
4747,1a5459f8,보정 권장. 페달에서 발을 떼고 보정하세요.,
4748,444a9e56,다시 시도,
4749,5618880d,페달에서 발을 떼고 보정.,
4750,f218b7cb,설정 시작,
4751,ae5aea94,Vector 사용을 위한 초기설정 필요,
4752,db7088a4,보정됨 오프셋 선택,
4753,45ad9acc,현재: %1,
4754,89bb78cc,이전: %1,
4755,1538e67a,수동,
4756,83ad45fb,타이머 시작/중지,
4757,d1a44c88,심박계 추가,
4758,d373a117,회복 어드바이저는 심박계가 필요.,
4759,10ed2add,아니오,
4760,5655ec32,제거?,
4761,a68806b3,예,
4762,448a96af,기본 보정으로 재설정하시겠습니까?,
4763,10759988,,Stand.instell. herstellen en alle geg. zoals activit. en muziek wissen.
4764,be75f4d4,,Hierdoor worden de standaardinstell. hersteld en alle gegevens gewist.
4765,6d39623f,,Ga door
4766,31aaf622,,Alle stand.instell worden hersteld. Activit. en muziek niet verwijderd.
4767,2418f3ba,,Alle stand.instell worden hersteld. Activit. worden niet verwijderd.
4768,b3ed7774,다운로드 실패. 재시도?,
4769,2ebf5a26,아니오,
4770,206f4dc2,예,
4771,df413132,,Opslaan zonder externe HS?
4772,bc26914f,,Zoek opnieuw
4773,2cdb1d55,,Ja
4774,5e957a95,,Schakel extra scherm in om verbinding te maken.
4775,83f11250,,Loop rond om de sensor te activeren.
4776,7af3bd57,,Zet hoofdtelefoon in koppelingsmodus om te verbinden.
4777,755b2d6f,,Draag hartslagmeter om te verbinden.
4778,6eaa89e1,,Zet de lamp aan om te verbinden.
4779,e1cad068,,Geen sensor voor spierzuurstof binnen bereik.
4780,268b37d8,,Geen sensors gevonden
4781,92dbc523,,Trap om sensor te activeren.
4782,0a6885fe,,Loop rond om de sensor te activeren.
4783,996f1ab6,,"Als u verbinding wilt maken met radar, schakelt u in de kopp.modus in."
4784,4624d32d,,Activeer uw trainer door inschakelen of trappen.
4785,1e763e2b,,Zet inReach aan en schakel de ANT+ instelling in om te verbinden.
4786,c08662b8,,De schakelsensor verbinden: Schakel de voor- of achter​versnellingen.
4787,5fd37719,,Shimano Di2 sensor verbinden: Schakel de voor- of achter​versnellingen.
4788,c35c11c1,,Trap om sensor te activeren.
4789,ac11552e,,Zet handheld v volgen honden aan en schakel ANT+ instell in v verb.
4790,26f49d94,,Opnieuw
4791,1f40413d,,Zet camera aan en schakel afstandsbediening in om te verbinden.
4792,1008698e,킬로미터,
4793,1fec699f,마일,
4794,89ee6c6e,,Automatisch
4795,4acd082b,수동,
4796,3068461f,착용상태 확인하고 재시도,
4797,68957af6,확인,
4798,e1698083,,Verbinding met %1 verbroken
4799,a4b68220,,Probeer opnw.
4800,91ff1749,,Update mislukt
4801,e0c9f207,완료,
4802,618ea9ea,업데이트에 실패했습니다. \nGarmin Connect에서 다시 시도하세요.,
4803,458e56ec,업데이트 실패.\n재시도하십시오.,
4804,41b628ff,트레드밀 보정 건너뛰기,
4805,e54b1ba2,수락,
4806,3658dc36,페이스: %1,
4807,31a872c4,속도: %1,
4808,3797459c,%1 타겟,
4809,b50345c8,시간: %1,
4810,81b29f71,섭씨,
4811,80b29dde,섭씨,
4812,a06de5f7,화씨,
4813,9f6de464,화씨,
4814,533bcccb,연장됨,
4815,c2a0ad8d,보통,
4816,1033e267,,Baan %1 geselct. Reset nr baan 1?
4817,78ddc119,계속,
4818,b9575da7,설정이 지워짐,
4819,45bab3bd,,Verberg
4820,2ec3055c,,Toon
4821,83e04c16,킬로그램,
4822,ebe160fa,파운드,
4823,228d67f1,자동,
4824,781c6118,수동,
4825,f16e8423,휠 사이즈,
4826,579edcb2,저장,
4827,914c6488,저장됨,
4828,d38f1f1d,편집,
4829,8e7fa9e4,,Bekijk
4830,cfc68fe7,보통,
4831,829ea303,느낌 평가 건너뛰기,
4832,0f6aa657,잘함,
4833,f3b192c7,소감이 어땠어요?,
4834,19a82634,아주 잘함,
4835,6736e6eb,어려움,
4836,180ecaf4,잘하지 못함,
4837,473c9b22,Garmin 트레이너 난이도 설정 필요,
4838,3dacf9c6,극히 어려움,
4839,af13638e,어려움,
4840,22b5e8ab,쉬움,
4841,8e2cc2fd,극한,
4842,24a66072,표준,
4843,e6929ca8,난이도 평가 건너뛰기,
4844,a7227231,약간 어려움,
4845,26dc76b6,난이도 설정,
4846,fcac001f,매우 어려움,
4847,b212c0dc,매우 쉬움,
4848,0eb16423,메시지 전송됨,
4849,724ee604,"""괜찮아요"" 전송 중",
4850,04d1968b,ANT 센서,
4851,9da7a806,자전거 라이트,
4852,ce807c3d,예상 시간: %1분,
4853,c5db1530,심박수 모니터,
4854,308d940d,지금 설치,
4855,6e06138a,파워미터,
4856,1ccedc01,RD 팟,
4857,e349bed9,다시 알림,
4858,1f2657be,속도/케이던스,
4859,e1f3248a,업데이트 가능,
4860,29b9d0b4,9월,
4861,f99c5af4,9월,
4862,365ea8bb,9월,
4863,c597b6f8,서비스,
4864,6033d284,높음 경고,
4865,cd562651,높음 한계치,
4866,f9b3392a,낮음 경고,
4867,f5ae8e97,낮음 한계치,
4868,6cb4b7ba,인터벌 %1,
4869,b2dd603d,인터벌,
4870,0f7325b4,%1 랩,
4871,558074f3,랩 수,
4872,9cca866c,활강 %1,
4873,aee6377b,활강,
4874,fb2939a3,세트 %1,
4875,086c82ac,세트,
4876,8ec2d24e,활동 목록,
4877,b370a9d6,금요일 %1,
4878,c6455484,금요일,
4879,da520f3c,오류,
4880,d051ff7e,오류,
4881,fa14c19f,월요일 %1,
4882,fe3a004b,월요일,
4883,4b93f09a,토요일 %1,
4884,76706b48,토요일,
4885,196b7ee7,일요일 %1,
4886,54702973,일요일,
4887,59a118fd,목요일 %1,
4888,5adaa90d,목요일,
4889,b39d63ba,오늘 %1,
4890,d13e02a8,오늘,
4891,552da75c,화요일 %1,
4892,cea3c7ae,화요일,
4893,ebcff5bd,수요일 %1,
4894,a6b92dcd,수요일,
4895,8b78ad8d,어제 %1,
4896,c6c6e3bd,어제,
4897,0bd23936,전환 %1,
4898,fafe9a0a,출발,
4899,550a7bec,지도,
4900,d757a887,경로,
4901,89438b01,TracBack,
4902,412bc971,추가,
4903,7ee96d16,통근,
4904,bbf6784c,관광,
4905,88394947,어드벤처 레이스,
4906,b1cad256,백컨트리 스키,
4907,030713b2,백컨트리 스노보드,
4908,29c775fb,자전거 통근,
4909,143b87ca,실내 자전거,
4910,81f30d02,자전거,
4911,9285b6c1,자전거 관광,
4912,273eb939,보트,
4913,9b201010,볼더링,
4914,ef5d717c,복싱,
4915,cec0fa3c,호흡 운동,
4916,ae58488a,근전환,
4917,9ac258e9,카디오,
4918,f1488a6a,등산,
4919,b50da613,XC스키,
4920,3cb86a3e,XC 스케이트 스키,
4921,a4afb2b0,사용자 지정,
4922,2c05ab69,사이클로크로스,
4923,2bfca598,듀애슬론,
4924,f8c045dc,일립티컬,
4925,339c76bc,탐험,
4926,0bb38b35,낚시,
4927,c10894e7,층계 오르기,
4928,3abc596b,골프,
4929,6ba54f1c,그래블 자전거,
4930,842c17d2,활동 이름,
4931,f30748d9,HIIT,
4932,596cb72c,하이킹,
4933,5db37f4d,,Te paard
4934,76f2dd32,실내 등반,
4935,02472f8c,실내 보행,
4936,d4f70085,점프마스터,
4937,8131ef64,카약,
4938,c29f2f21,지도,
4939,a75ed826,MTB,
4940,e9487f68,내비게이션,
4941,3d15a7ac,장애물 경주,
4942,51c6ca3b,실외 수영,
4943,3deb5e7d,기타,
4944,a17d432f,패들,
4945,29c805e4,피클볼,
4946,ddaee4d7,필라테스,
4947,f95f1f70,풀 수영,
4948,a8a1a242,레이스,
4949,2045c343,로드 자전거,
4950,9efa4259,실내노젓기,
4951,8ee9a88f,조정,
4952,90a6dc42,실내 러닝,
4953,bb5b9512,러닝,
4954,caf6b2a7,SUP,
4955,2df46520,세일 레이스,
4956,db97b7aa,세일,
4957,6499236a,스키,
4958,67cc0bce,스노우보드,
4959,175505b3,스노우슈,
4960,b4bb588c,스텝퍼,
4961,97ea8f6e,근력 훈련,
4962,819e0a37,서핑,
4963,43651426,스윔런,
4964,0251a66a,택티컬,
4965,d4dfdd2c,테니스,
4966,0fa14de9,나를 추적,
4967,dabd040a,트랙 러닝,
4968,9dc368a7,트레일 러닝,
4969,a4fb2fb5,트레드밀,
4970,97fc2b9e,철인 3종,
4971,816a2dc3,울트라 러닝,
4972,88c2c016,가상 러닝,
4973,141d5df4,걷기,
4974,a272135b,요가,
4975,ecd6c64f,eBike,
4976,f3efeeb5,eMTB,
4977,52bc4fbd,완료,
4978,54e48e08,스포츠,
4979,5f5b0a19,멀티스포츠,
4980,0ee799f4,사이클로크로스,
4981,755b818d,자갈길,
4982,31ece602,도로,
4983,19ea229a,eBike,
4984,ad5e24ec,eMTB,
4985,d725dcf6,완료,
4986,4972ccba,3D 거리,
4987,0b228876,3D 속도,
4988,f3ff1e17,강조 색,
4989,011c776c,활동 추가,
4990,734dd58e,알림,
4991,a905da0f,항상,
4992,18b1320c,자동 휴식,
4993,6625084c,자동 상승 감지,
4994,7f103c2f,자동 %1,
4995,f2896d74,자동 랩,
4996,d1e61a83,자동 일시중지,
4997,d48e197c,자동 작동,
4998,d58e1b0f,자동 작동,
4999,62b6e2d4,자동 스크롤,
5000,a53cfe91,자동 세트,
5001,a466bb16,구간 알림,
5002,568fc008,모드 추적,
5003,ccc11fc9,,Achtergrond​kleur
5004,bd5ee20d,카운트다운 시작,
5005,c3db84ab,데이터 화면,
5006,ee67d6cc,중량 편집,
5007,5bc2177f,연장됨,
5008,bbf1bb48,빠르게,
5009,f9925c88,GPS + GALILEO,
5010,6489af7a,GPS + GLONASS,
5011,d221f869,GPS만,
5012,bec22fdd,GPS,
5013,4c0488bd,등급 체계,
5014,54057ee5,인터벌,
5015,c03de6cd,레인 %1,
5016,e8645a83,레인 번호,
5017,b26cf600,랩 버튼,
5018,4df8a1d3,랩,
5019,e1bbf0ad,,Vergrendel knoppen
5020,c1c1ca5b,수동만,
5021,262a1569,중간,
5022,242ddb08,%1 미터,
5023,32807f35,메트로놈,
5024,006e1eb8,,Nautische snelheid
5025,99e3cba4,노티컬 단위,
5026,386840dc,영값 포함 안함,
5027,746d4159,보통,
5028,5c6d8855,수동,
5029,c8f012fe,랩 키로 모드를 변경,
5030,d5afeed5,한 루프 후 자동으로 장애물 감지,
5031,06ae730f,반복 감지,
5032,9077e2d6,장애물 추적,
5033,8b77daf7,장애물 추적,
5034,ff724bd7,풀 길이,
5035,b4966b17,평균 파워,
5036,09e872d4,파워 모드,
5037,2350f102,절전모드 진입시간,
5038,7952535a,구간 알림,
5039,c29fda99,VO2 Max. 기록,
5040,e0d9f8aa,일몰 이후에 기록,
5041,bdd10d8c,%1 분,
5042,578c188c,기록 간격,
5043,86a07d4f,이름 변경,
5044,9d734a56,순서 변경,
5045,73089bc8,반복수 계산,
5046,4e0a87d2,반복,
5047,93b10624,기본값으로 복원,
5048,991f056c,루트 통계,
5049,46fd45f7,경로,
5050,7d42a0e0,자기 평가,
5051,50faacf3,느리게,
5052,18d66e24,스트로크 감지.,
5053,2bf01140,스윔런 자동 변경,
5054,6a66606c,운동 페이지,
5055,4d8876d9,전환,
5056,4b2b7f71,단위,
5057,399296d2,시스템 설정 사용,
5058,b9c5911c,중지 시,
5059,495b7701,워크아웃 비디오,
5060,10178a25,워크아웃만,
5061,c493c381,%1 야드,
5062,4405e138,영값 포함,
5063,9a7b103c,모든 러닝,
5064,fc01a9a9,모든 수영,
5065,c1839f81,,Activiteiten volgen
5066,27961614,,Doelwaar​schuwingen
5067,bda5f21b,,Bewegings​melding
5068,5b00f4ab,,Move IQ
5069,64eb635a,,Niet tij​dens activiteit
5070,cb0855c7,현재 위치,
5071,cbbf032e,맵 포인트,
5072,737e9e15,저장 위치,
5073,b6cc7414,맵 사용,
5074,8e76d6fd,화면 선택,
5075,661b749f,사용자설정 데이터,
5076,f80d68ae,종류 선택,
5077,7be952ce,확장 디스플레이,
5078,99fbc4f1,풋팟,
5079,d40c3b26,헤드폰,
5080,f9a1fd06,기타 심박계,
5081,ff4df30c,라이트,
5082,32461c71,근육 내 산소,
5083,e286a210,파워,
5084,edb7a0ef,RD 팟,
5085,b39e02fd,레이다,
5086,e5c59b6d,모두 검색,
5087,b4788169,변속 센서,
5088,a1b9e89e,Shimano Di2,
5089,31392c62,스마트 트레이너,
5090,9c301f6e,속도/케이던스,
5091,5dc5f924,Tempe,
5092,bf2ea99c,VIRB,
5093,4230747b,eBike,
5094,c9b1e802,알람 추가,
5095,ef4d516c,알람,
5096,6bcb4217,약속,
5097,ea3fdb3f,백라이트,
5098,9d594270,취침 시간,
5099,462865ce,수업,
5100,378ad0c2,사용자 지정,
5101,27138a4c,사용자 지정,
5102,28138bdf,사용자 지정,
5103,68c55fd2,매일,
5104,69c56165,매일,
5105,fe000aa1,삭제,
5106,cb98ed51,금,
5107,55258c58,금요일,
5108,f492e55d,레이블,
5109,02b135b8,레이블,
5110,e5e9d8d3,명상,
5111,4f512284,월,
5112,222356f7,월요일,
5113,13b63524,없음,
5114,e3b9203e,꺼짐,
5115,e4b921d1,꺼짐,
5116,dc3b6b78,미리 알림,
5117,03cd2ec8,반복,
5118,04cd305b,반복,
5119,4e260c02,토,
5120,74aca918,토요일,
5121,eee92f10,일,
5122,a150321b,일요일,
5123,9e436b61,목,
5124,a7abd4e1,목요일,
5125,9316d0ba,시간,
5126,96f4bd18,트레이닝,
5127,d8594e1c,화,
5128,527b50c0,화요일,
5129,d27b4656,일어나세요,
5130,42505b2a,수,
5131,388d59eb,수요일,
5132,c0fee950,평일,
5133,c1feeae3,평일,
5134,5fe6ea8d,주말,
5135,5ee6e8fa,주말,
5136,0d3499f5,워크아웃,
5137,57f501ab,새로 추가,
5138,57015553,알림,
5139,ac77744c,케이던스,
5140,73fe569f,케이던스,
5141,77a74143,Connect IQ 데이터 항목,
5142,51c934b6,칼로리,
5143,9fe74521,사용자 지정,
5144,1beb1ce5,거리,
5145,6d08cb09,심박수,
5146,b8fc2b52,스트로크 율,
5147,5ec1b3dd,페이스,
5148,61ac1492,페이스,
5149,6bd62529,파워,
5150,0db4cdb5,근접,
5151,cedb8281,케이던스,
5152,5b7d249d,러닝/걷기,
5153,0b54dd8a,스트로크 율,
5154,d76d2f63,속도,
5155,3a7cea27,시간,
5156,e2e19099,트랙 타이머,
5157,2d757fe5,칼로리,
5158,c0070d62,거리,
5159,85592856,Connect IQ 데이터 항목,
5160,68a93849,메시지 선택,
5161,ed5cd85a,알림 종류 선택,
5162,d8593cd2,심박수,
5163,6612dcaa,메시지,
5164,44bd8bb1,스트로크 율,
5165,ef76c7a6,페이스,
5166,18de2755,페이스,
5167,03f54644,파워,
5168,b1ed0ba0,근접,
5169,5da3ac08,케이던스,
5170,86e52796,러닝/걷기,
5171,f6b8d775,스트로크 율,
5172,e6ed40ee,속도,
5173,157d453c,시간,
5174,eb0cf32c,트랙 타이머,
5175,2b10b0f5,상승 알림,
5176,e5979360,상승,
5177,3f0530a2,높은 케이던스,
5178,ade7eeb6,낮은 케이던스,
5179,24ade088,케이던스,
5180,b63a2281,스트로크 율,
5181,3b5cbec2,케이던스,
5182,07884329,스트로크 율,
5183,1c012b78,칼로리,
5184,c478b28a,%1(사용자 지정),
